titre;prix;disponibilite;note_moyenne;description;vendeur;categorie;lien_produit
odio quis facere architecto reiciendis optio;136.0;Disponible;4;magnam molestiae perferendis quisquam qui cum reiciendis quaerat animi amet hic inventore ea quia deleniti quidem saepe porro velit;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
fugiat quod pariatur odit minima;138.0;Disponible;4;officiis error culpa consequatur modi asperiores et dolorum assumenda voluptas et vel qui aut vel rerum voluptatum quisquam perspiciatis quia rerum consequatur totam quas sequi commodi repudiandae asp;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
voluptatem laborum magni;140.0;Rupture;5;sunt repellendus quae est asperiores aut deleniti esse accusamus repellendus quia aut quia dolorem unde eum tempora esse dolore;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
et iusto veniam et illum aut fuga;142.0;Disponible;5;occaecati a doloribus iste saepe consectetur placeat eum voluptate dolorem et qui quo quia voluptas rerum ut id enim velit est perferendis;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
sint hic doloribus consequatur eos non id;144.0;Rupture;4.5;quam occaecati qui deleniti consectetur consequatur aut facere quas exercitationem aliquam hic voluptas neque id sunt ut aut accusamus sunt consectetur expedita inventore velit;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
consequuntur deleniti eos quia temporibus ab aliqu;146.0;Disponible;3.5;voluptatem cumque tenetur consequatur expedita ipsum nemo quia explicabo aut eum minima consequatur tempore cumque quae est et et in consequuntur voluptatem voluptates aut;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
enim unde ratione doloribus quas enim ut sit sapie;148.0;Rupture;3;odit qui et et necessitatibus sint veniam mollitia amet doloremque molestiae commodi similique magnam et quam blanditiis est itaque quo et tenetur ratione occaecati molestiae tempora;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
dignissimos eum dolor ut enim et delectus in;150.0;Disponible;4;commodi non non omnis et voluptas sit autem aut nobis magnam et sapiente voluptatem et laborum repellat qui delectus facilis temporibus rerum amet et nemo voluptate expedita adipisci error dolorem;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
doloremque officiis ad et non perferendis;152.0;Disponible;5;ut animi facere totam iusto tempore molestiae eum aut et dolorem aperiam quaerat recusandae totam odio;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
necessitatibus quasi exercitationem odio;154.0;Rupture;3.5;modi ut in nulla repudiandae dolorum nostrum eos aut consequatur omnis ut incidunt est omnis iste et quam voluptates sapiente aliquam asperiores nobis amet corrupti repudiandae provident;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
quam voluptatibus rerum veritatis;156.0;Disponible;4;nobis facilis odit tempore cupiditate quia assumenda doloribus rerum qui ea illum et qui totam aut veniam repellendus;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
pariatur consequatur quia magnam autem omnis non a;158.0;Disponible;3.5;libero accusantium et et facere incidunt sit dolorem non excepturi qui quia sed laudantium quisquam molestiae ducimus est officiis esse molestiae iste et quos;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
labore in ex et explicabo corporis aut quas;160.0;Rupture;3.5;ex quod dolorem ea eum iure qui provident amet quia qui facere excepturi et repudiandae asperiores molestias provident minus incidunt vero fugit rerum sint sunt excepturi provident;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
tempora rem veritatis voluptas quo dolores vero;162.0;Disponible;4.5;facere qui nesciunt est voluptatum voluptatem nisi sequi eligendi necessitatibus ea at rerum itaque harum non ratione velit laboriosam quis consequuntur ex officiis minima doloremque voluptas ut aut;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
laudantium voluptate suscipit sunt enim enim;164.0;Rupture;4.5;ut libero sit aut totam inventore sunt porro sint qui sunt molestiae consequatur cupiditate qui iste ducimus adipisci dolor enim assumenda soluta laboriosam amet iste delectus hic;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
odit et voluptates doloribus alias odio et;166.0;Rupture;3;est molestiae facilis quis tempora numquam nihil qui voluptate sapiente consequatur est qui necessitatibus autem aut ipsa aperiam modi dolore numquam reprehenderit eius rem quibusdam;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
optio ipsam molestias necessitatibus occaecati fac;168.0;Disponible;4;sint molestiae magni a et quos eaque et quasi ut rerum debitis similique veniam recusandae dignissimos dolor incidunt consequatur odio;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
dolore veritatis porro provident adipisci blanditi;170.0;Disponible;4;similique sed nisi voluptas iusto omnis mollitia et quo assumenda suscipit officia magnam sint sed tempora enim provident pariatur praesentium atque animi amet ratione;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
placeat quia et porro iste;172.0;Disponible;3.5;quasi excepturi consequatur iste autem temporibus sed molestiae beatae et quaerat et esse ut voluptatem occaecati et vel explicabo autem asperiores pariatur deserunt optio;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
nostrum quis quasi placeat;174.0;Disponible;4;eos et molestiae nesciunt ut a dolores perspiciatis repellendus repellat aliquid magnam sint rem ipsum est;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
sapiente omnis fugit eos;176.0;Disponible;4;consequatur omnis est praesentium ducimus non iste neque hic deserunt voluptatibus veniam cum et rerum sed;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
sint soluta et vel magnam aut ut sed qui;178.0;Rupture;4;repellat aut aperiam totam temporibus autem et architecto magnam ut consequatur qui cupiditate rerum quia soluta dignissimos nihil iure tempore quas est;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
ad iusto omnis odit dolor voluptatibus;180.0;Disponible;3;minus omnis soluta quia qui sed adipisci voluptates illum ipsam voluptatem eligendi officia ut in eos soluta similique molestias praesentium blanditiis;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
aut amet sed;182.0;Disponible;3.5;libero voluptate eveniet aperiam sed sunt placeat suscipit molestias similique fugit nam natus expedita consequatur consequatur dolores quia eos et placeat;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
ratione ex tenetur perferendis;184.0;Disponible;4;aut et excepturi dicta laudantium sint rerum nihil laudantium et at a neque minima officia et similique libero et commodi voluptate qui;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
beatae soluta recusandae;186.0;Rupture;4.5;dolorem quibusdam ducimus consequuntur dicta aut quo laboriosam voluptatem quis enim recusandae ut sed sunt nostrum est odit totam sit error sed sunt eveniet provident qui nulla;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
qui qui voluptates illo iste minima;188.0;Disponible;4;aspernatur expedita soluta quo ab ut similique expedita dolores amet sed temporibus distinctio magnam saepe deleniti omnis facilis nam ipsum natus sint similique omnis;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
id minus libero illum nam ad officiis;190.0;Rupture;4.5;earum voluptatem facere provident blanditiis velit laboriosam pariatur accusamus odio saepe cumque dolor qui a dicta ab doloribus consequatur omnis corporis cupiditate eaque assumenda ad nesciunt;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
quaerat velit veniam amet cupiditate aut numquam u;192.0;Disponible;4.5;in non odio excepturi sint eum labore voluptates vitae quia qui et inventore itaque rerum veniam non exercitationem delectus aut;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
quas fugiat ut perspiciatis vero provident;194.0;Disponible;3;eum non blanditiis soluta porro quibusdam voluptas vel voluptatem qui placeat dolores qui velit aut vel inventore aut cumque culpa explicabo aliquid at perspiciatis est et voluptatem dignissimos dolor;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
laboriosam dolor voluptates;196.0;Disponible;4.5;doloremque ex facilis sit sint culpa soluta assumenda eligendi non ut eius sequi ducimus vel quasi veritatis est dolores;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
temporibus sit alias delectus eligendi possimus ma;198.0;Rupture;5;quo deleniti praesentium dicta non quod aut est molestias molestias et officia quis nihil itaque dolorem quia;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
at nam consequatur ea labore ea harum;200.0;Disponible;5;cupiditate quo est a modi nesciunt soluta ipsa voluptas error itaque dicta in autem qui minus magnam et distinctio eum accusamus ratione error aut;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/posts
quidem molestiae enim;2.0;Disponible;5;quidem molestiae enim;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
sunt qui excepturi placeat culpa;4.0;Rupture;4.5;sunt qui excepturi placeat culpa;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
omnis laborum odio;6.0;Disponible;3.5;omnis laborum odio;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
non esse culpa molestiae omnis sed optio;8.0;Rupture;4.5;non esse culpa molestiae omnis sed optio;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
eaque aut omnis a;10.0;Disponible;3.5;eaque aut omnis a;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
natus impedit quibusdam illo est;12.0;Rupture;4.5;natus impedit quibusdam illo est;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
quibusdam autem aliquid et et quia;14.0;Rupture;4;quibusdam autem aliquid et et quia;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
qui fuga est a eum;16.0;Disponible;4;qui fuga est a eum;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
saepe unde necessitatibus rem;18.0;Rupture;5;saepe unde necessitatibus rem;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
distinctio laborum qui;20.0;Rupture;5;distinctio laborum qui;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
quam nostrum impedit mollitia quod et dolor;22.0;Disponible;5;quam nostrum impedit mollitia quod et dolor;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
consequatur autem doloribus natus consectetur;24.0;Disponible;5;consequatur autem doloribus natus consectetur;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
ab rerum non rerum consequatur ut ea unde;26.0;Rupture;5;ab rerum non rerum consequatur ut ea unde;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
ducimus molestias eos animi atque nihil;28.0;Disponible;3;ducimus molestias eos animi atque nihil;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
ut pariatur rerum ipsum natus repellendus praesent;30.0;Rupture;4.5;ut pariatur rerum ipsum natus repellendus praesentium;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
voluptatem aut maxime inventore autem magnam atque;32.0;Disponible;4.5;voluptatem aut maxime inventore autem magnam atque repellat;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
aut minima voluptatem ut velit;34.0;Rupture;3.5;aut minima voluptatem ut velit;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
nesciunt quia et doloremque;36.0;Disponible;5;nesciunt quia et doloremque;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
velit pariatur quaerat similique libero omnis quia;38.0;Rupture;5;velit pariatur quaerat similique libero omnis quia;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
voluptas rerum iure ut enim;40.0;Rupture;3;voluptas rerum iure ut enim;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
repudiandae voluptatem optio est consequatur rem i;42.0;Disponible;4;repudiandae voluptatem optio est consequatur rem in temporibus et;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
et rem non provident vel ut;44.0;Disponible;4.5;et rem non provident vel ut;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
incidunt quisquam hic adipisci sequi;46.0;Rupture;3;incidunt quisquam hic adipisci sequi;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
dolores ut et facere placeat;48.0;Rupture;3;dolores ut et facere placeat;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
vero maxime id possimus sunt neque et consequatur;50.0;Disponible;3;vero maxime id possimus sunt neque et consequatur;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
quibusdam saepe ipsa vel harum;52.0;Rupture;3;quibusdam saepe ipsa vel harum;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
id non nostrum expedita;54.0;Disponible;3.5;id non nostrum expedita;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
omnis neque exercitationem sed dolor atque maxime;56.0;Rupture;4.5;omnis neque exercitationem sed dolor atque maxime aut cum;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
inventore ut quasi magnam itaque est fugit;58.0;Disponible;5;inventore ut quasi magnam itaque est fugit;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
tempora assumenda et similique odit distinctio err;60.0;Disponible;3;tempora assumenda et similique odit distinctio error;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
adipisci laborum fuga laboriosam;62.0;Rupture;5;adipisci laborum fuga laboriosam;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
reiciendis dolores a ut qui debitis non quo labore;64.0;Rupture;5;reiciendis dolores a ut qui debitis non quo labore;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
iste eos nostrum;66.0;Disponible;4.5;iste eos nostrum;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
cumque voluptatibus rerum architecto blanditiis;68.0;Disponible;4.5;cumque voluptatibus rerum architecto blanditiis;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
et impedit nisi quae magni necessitatibus sed aut;70.0;Rupture;3;et impedit nisi quae magni necessitatibus sed aut pariatur;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
nihil cupiditate voluptate neque;72.0;Disponible;3;nihil cupiditate voluptate neque;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
est placeat dicta ut nisi rerum iste;74.0;Disponible;4;est placeat dicta ut nisi rerum iste;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
unde a sequi id;76.0;Rupture;4;unde a sequi id;Digital Store;Digital Content;https://jsonplaceholder.typicode.com/albums
